id,name,base_experience,height,weight,ability_1_name,ability_1_description,ability_1_is_hidden,ability_2_name,ability_2_description,ability_2_is_hidden,hp,attack,defense,special-attack,special-defense,speed,total,type_1,type_2,base_happiness,capture_rate,pre_evolution,evolution_1,evolution_2,evolution_3,gender_rate,generation,growth_rate,ability_3_name,ability_3_description,ability_3_is_hidden,url_sprite,url_cry,url_type_1_tag,url_type_2_tag
123,scyther,100,15,560,swarm,"When this Pokémon has 1/3 or less of its HP remaining, its bug-type moves inflict 1.5× as much regular damage. Overworld: If the lead Pokémon has this ability, the wild encounter rate is increased.",False,technician,"This Pokémon's moves have 1.5× their power if their base power is 60 or less. This includes moves of variable power, such as hidden power and magnitude, when their power is 60 or less. helping hand's power boost is taken into account for any move, as is defense curl's power boost for rollout.",False,70,110,80,55,80,105,500,bug,flying,50,45,,,,,0.5,generation-i,medium,steadfast,"Whenever this Pokémon flinches, its Speed rises one stage.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Scyther.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/123 - Scyther.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/bug.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/flying.png
124,jynx,159,14,406,oblivious,"This Pokémon cannot be infatuated and is immune to captivate. If a Pokémon is infatuated and acquires this ability, its infatuation is cleared.",False,forewarn,"When this Pokémon enters battle, it reveals the move with the highest base power known by any opposing Pokémon to all participating trainers. In the event of a tie, one is chosen at random. Moves without a listed base power are assigned one as follows: Power | Moves ----: | ----- 160 | One-hit KO moves: fissure, guillotine, horn drill, and sheer cold 120 | Counter moves: counter, metal burst, and mirror coat 80 | Variable power or set damage: crush grip, dragon rage, electro ball, endeavor, final gambit, flail, frustration, grass knot, gyro ball, heat crash, heavy slam, hidden power, low kick, natural gift, night shade, psywave, return, reversal, seismic toss, sonic boom, trump card, and wring out 0 | Any such move not listed ",False,65,50,35,115,95,95,455,ice,psychic,50,45,,,,,1.0,generation-i,medium,dry-skin,"This Pokémon takes 1/8 of its maximum HP in damage after each turn during strong sunlight, but it heals for 1/8 of its HP each turn during rain. This Pokémon takes 1.25× as much damage from fire-type moves, but whenever a water move hits it, it heals for 1/4 its maximum HP instead.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Jynx.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/124 - Jynx.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/ice.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/psychic.png
125,electabuzz,172,11,300,static,"Whenever a move makes contact with this Pokémon, the move's user has a 30% chance of being paralyzed. Pokémon that are immune to electric-type moves can still be paralyzed by this ability. Overworld: If the lead Pokémon has this ability, there is a 50% chance that encounters will be with an electric Pokémon, if applicable.",False,vital-spirit,"This Pokémon cannot be asleep. This causes rest to fail altogether. If a Pokémon is asleep and acquires this ability, it will immediately wake up; this includes when regaining a lost ability upon leaving battle. This ability functions identically to insomnia in battle. Overworld: If the lead Pokémon has this ability, higher-levelled Pokémon have their encounter rate increased.",True,65,83,57,95,85,105,490,electric,,50,45,,,,,0.25,generation-i,medium,,,,https://github.com/Nackha1/Hd-sprites/blob/master/Electabuzz.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/125 - Electabuzz.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/electric.png,
126,magmar,173,13,445,flame-body,"Whenever a move makes contact with this Pokémon, the move's user has a 30% chance of being burned. Overworld: If any Pokémon in the party has this ability, each egg in the party has its hatch counter decreased by 2 (rather than 1) each step cycle, making eggs hatch roughly twice as quickly. This effect does not stack if multiple Pokémon have this ability or magma armor.",False,vital-spirit,"This Pokémon cannot be asleep. This causes rest to fail altogether. If a Pokémon is asleep and acquires this ability, it will immediately wake up; this includes when regaining a lost ability upon leaving battle. This ability functions identically to insomnia in battle. Overworld: If the lead Pokémon has this ability, higher-levelled Pokémon have their encounter rate increased.",True,65,95,57,100,85,93,495,fire,,50,45,,,,,0.25,generation-i,medium,,,,https://github.com/Nackha1/Hd-sprites/blob/master/Magmar.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/126 - Magmar.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/fire.png,
127,pinsir,175,15,550,hyper-cutter,"This Pokémon's Attack cannot be lowered by other Pokémon. This ability does not prevent any Attack losses other than stat modifiers, such as the Attack cut from a burn. This Pokémon can still be passed negative Attack modifiers through heart swap or power swap.",False,mold-breaker,"This Pokémon's moves completely ignore abilities that could hinder or prevent their effect on the target. For example, this Pokémon's moves ignore abilities that would fully negate them, such as water absorb; abilities that would prevent any of their effects, such as clear body, shell armor, or sticky hold; and abilities that grant any general protective benefit, such as simple, snow cloak, or thick fat. If an ability could either hinder or help this Pokémon's moves, e.g. dry skin or unaware, the ability is ignored either way. Abilities that do not fit this description, even if they could hinder moves in some other way, are not affected. For example, cursed body only affects potential future uses of the move, while liquid ooze and shadow tag can only hinder a move's effect on the user. This ablity cannot ignore type or form changes granted by abilities, for example color change or forecast; nor effects that were caused by abilities but are no longer tied to an ability, such as the rain from drizzle. This ability cannot ignore multitype at all. An ability ignored by this ability is only nullified while the move is being used. For example, this Pokémon's moves can paralyze a Pokémon with limber, but Limber will activate and heal the paralysis immediately thereafter, and this Pokémon's spikes are not affected by this ability after they have been placed. When this Pokémon enters battle, all participating trainers are notified that it has this ability. This ability functions identically to teravolt and turboblaze.",False,65,125,100,55,70,85,500,bug,,50,45,,,,,0.5,generation-i,slow,moxie,"This Pokémon's Attack rises one stage upon knocking out another Pokémon, even a friendly Pokémon. This ability does not take effect when the Pokémon indirectly causes another Pokémon to faint, e.g. through poison or spikes. If this Pokémon knocks out a Pokémon with mummy, the former's ability will change without taking effect.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Pinsir.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/127 - Pinsir.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/bug.png,
128,tauros,172,14,884,intimidate,"When this Pokémon enters battle, the opponent's Attack is lowered by one stage. In a double battle, both opponents are affected. This ability also takes effect when acquired during a battle, but will not take effect again if lost and reobtained without leaving battle. This ability has no effect on an opponent that has a substitute. Overworld: If the first Pokémon in the party has this ability, any random encounter with a Pokémon five or more levels lower than it has a 50% chance of being skipped.",False,anger-point,"Whenever this Pokémon receives a critical hit, its Attack rises to the maximum of 6 stages. This ability will still take effect if the critical hit is received by a substitute.",False,75,100,95,40,70,110,490,normal,,50,45,,,,,0.0,generation-i,slow,sheer-force,"This Pokémon's moves with extra effects have 1.3× their power, but lose their extra effects. An effect chance is a move's chance to inflict a status ailment, cause a stat change, or make the target flinch in addition to the move's main effect. For example, thunder shock's paralysis is an extra effect, but thunder wave's is not, nor are knock off's item removal and air cutter's increased critical hit rate. Moves that lower the user's stats are unaffected.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Tauros.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/128 - Tauros.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/normal.png,
129,magikarp,40,9,100,swift-swim,This Pokémon's Speed is doubled during rain. This bonus does not count as a stat modifier.,False,rattled,"This Pokémon's Speed rises one stage with each hit from a damaging dark-, ghost-, or bug-type move.",True,20,10,55,15,20,80,200,water,,50,255,,gyarados,,,0.5,generation-i,slow,,,,https://github.com/Nackha1/Hd-sprites/blob/master/Magikarp.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/129 - Magikarp.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/water.png,
130,gyarados,189,65,2350,intimidate,"When this Pokémon enters battle, the opponent's Attack is lowered by one stage. In a double battle, both opponents are affected. This ability also takes effect when acquired during a battle, but will not take effect again if lost and reobtained without leaving battle. This ability has no effect on an opponent that has a substitute. Overworld: If the first Pokémon in the party has this ability, any random encounter with a Pokémon five or more levels lower than it has a 50% chance of being skipped.",False,moxie,"This Pokémon's Attack rises one stage upon knocking out another Pokémon, even a friendly Pokémon. This ability does not take effect when the Pokémon indirectly causes another Pokémon to faint, e.g. through poison or spikes. If this Pokémon knocks out a Pokémon with mummy, the former's ability will change without taking effect.",True,95,125,79,60,100,81,540,water,flying,50,45,magikarp,,,,0.5,generation-i,slow,,,,https://github.com/Nackha1/Hd-sprites/blob/master/Gyarados.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/130 - Gyrados.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/water.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/flying.png
131,lapras,187,25,2200,water-absorb,"Whenever a water-type move hits this Pokémon, it heals for 1/4 of its maximum HP, negating any other effect on it. Water moves will ignore this Pokémon's substitute.",False,shell-armor,Moves cannot score critical hits against this Pokémon. This ability functions identically to battle armor.,False,130,85,80,85,95,60,535,water,ice,50,45,,,,,0.5,generation-i,slow,hydration,This Pokémon is cured of any major status ailment after each turn during rain.,True,https://github.com/Nackha1/Hd-sprites/blob/master/Lapras.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/131 - Lapras.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/water.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/ice.png
132,ditto,101,3,40,limber,"This Pokémon cannot be paralyzed. If a Pokémon is paralyzed and acquires this ability, its paralysis is healed; this includes when regaining a lost ability upon leaving battle.",False,imposter,This Pokémon transforms into a random opponent upon entering battle. This effect is identical to the move transform.,True,48,48,48,48,48,48,288,normal,,50,35,,,,,-1.0,generation-i,medium,,,,https://github.com/Nackha1/Hd-sprites/blob/master/Ditto.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/132 - Ditto.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/normal.png,
133,eevee,65,3,65,run-away,"This Pokémon is always successful fleeing from wild battles, even if trapped by a move or ability.",False,adaptability,"This Pokémon inflicts twice as much damage with moves whose types match its own, rather than the usual same-type attack bonus of 1.5×.",False,55,55,50,45,65,55,325,normal,,50,45,,vaporeon,jolteon,flareon,0.125,generation-i,medium,anticipation,"When this Pokémon enters battle, if one of its opponents has a move that is super effective against it, self destruct, explosion, or a one-hit knockout move, all participating trainers are notified. The move itself is not revealed; only that there is such a move. Moves that inflict typeless damage, such as future sight, and moves of variable type, such as hidden power, count as their listed types. counter, metal burst, mirror coat, and one-hit KO moves to which this Pokémon is immune do not trigger this ability.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Eevee.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/133 - Eevee.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/normal.png,
134,vaporeon,184,10,290,water-absorb,"Whenever a water-type move hits this Pokémon, it heals for 1/4 of its maximum HP, negating any other effect on it. Water moves will ignore this Pokémon's substitute.",False,hydration,This Pokémon is cured of any major status ailment after each turn during rain.,True,130,65,60,110,95,65,525,water,,50,45,eevee,,,,0.125,generation-i,medium,,,,https://github.com/Nackha1/Hd-sprites/blob/master/Vaporeon.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/134 - Vaporeon.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/water.png,
135,jolteon,184,8,245,volt-absorb,"Whenever an electric-type move hits this Pokémon, it heals for 1/4 of its maximum HP, negating any other effect on it. This ability will not take effect if this Pokémon is ground-type and thus immune to Electric moves. Electric moves will ignore this Pokémon's substitute. This effect includes non-damaging moves, i.e. thunder wave.",False,quick-feet,"Whenever this Pokémon has a major status ailment, it has 1.5× its Speed. This Pokémon is not affected by the usual Speed cut from paralysis. Overworld: If the lead Pokémon has this ability, the wild encounter rate is halved.",True,65,65,60,110,95,130,525,electric,,50,45,eevee,,,,0.125,generation-i,medium,,,,https://github.com/Nackha1/Hd-sprites/blob/master/Jolteon.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/135 - Jolteon.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/electric.png,
136,flareon,184,9,250,flash-fire,"This Pokémon is immune to fire-type moves. Once this Pokémon has been hit by a Fire move, its own Fire moves will inflict 1.5× as much damage until it leaves battle. This ability has no effect while the Pokémon is frozen. The Fire damage bonus is retained even if the Pokémon is frozen and thawed or the ability is lost or disabled. Fire moves will ignore this Pokémon's substitute. This ability takes effect even on non-damaging moves, i.e. will o wisp.",False,guts,"Whenever this Pokémon is asleep, burned, paralyzed, or poisoned, it has 1.5× its Attack. This Pokémon is not affected by the usual Attack cut from a burn. This bonus does not count as a stat modifier.",True,65,130,60,95,110,65,525,fire,,50,45,eevee,,,,0.125,generation-i,medium,,,,https://github.com/Nackha1/Hd-sprites/blob/master/Flareon.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/136 - Flareon.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/fire.png,
137,porygon,79,8,365,trace,"When this Pokémon enters battle, it copies a random opponent's ability. This ability cannot copy flower gift, forecast, illusion, imposter, multitype, trace, wonder guard, or zen mode.",False,download,"When this Pokémon enters battle, its Attack or Special Attack, whichever corresponds to its opponents' weaker total defensive stat, rises one stage. In the event of a tie, Special Attack is raised. This ability also takes effect when acquired during a battle.",False,65,60,70,85,75,40,395,normal,,50,45,,,,,-1.0,generation-i,medium,analytic,This Pokémon's moves have 1.3× their power when it moves last in a turn. future sight and doom desire are unaffected.,True,https://github.com/Nackha1/Hd-sprites/blob/master/Porygon.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/137 - Porygon.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/normal.png,
138,omanyte,71,4,75,swift-swim,This Pokémon's Speed is doubled during rain. This bonus does not count as a stat modifier.,False,shell-armor,Moves cannot score critical hits against this Pokémon. This ability functions identically to battle armor.,False,35,40,100,90,55,35,355,rock,water,50,45,,omastar,,,0.125,generation-i,medium,weak-armor,"Whenever a physical move hits this Pokémon, its Speed rises one stage and its Defense falls one stage. This ability triggers on every hit of a multiple-hit move.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Omanyte.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/138 - Omanyte.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/rock.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/water.png
139,omastar,173,10,350,swift-swim,This Pokémon's Speed is doubled during rain. This bonus does not count as a stat modifier.,False,shell-armor,Moves cannot score critical hits against this Pokémon. This ability functions identically to battle armor.,False,70,60,125,115,70,55,495,rock,water,50,45,omanyte,,,,0.125,generation-i,medium,weak-armor,"Whenever a physical move hits this Pokémon, its Speed rises one stage and its Defense falls one stage. This ability triggers on every hit of a multiple-hit move.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Omastar.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/139 - Omastar.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/rock.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/water.png
140,kabuto,71,5,115,swift-swim,This Pokémon's Speed is doubled during rain. This bonus does not count as a stat modifier.,False,battle-armor,Moves cannot score critical hits against this Pokémon. This ability functions identically to shell armor.,False,30,80,90,55,45,55,355,rock,water,50,45,,kabutops,,,0.125,generation-i,medium,weak-armor,"Whenever a physical move hits this Pokémon, its Speed rises one stage and its Defense falls one stage. This ability triggers on every hit of a multiple-hit move.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Kabuto.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/140 - Kabuto.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/rock.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/water.png
141,kabutops,173,13,405,swift-swim,This Pokémon's Speed is doubled during rain. This bonus does not count as a stat modifier.,False,battle-armor,Moves cannot score critical hits against this Pokémon. This ability functions identically to shell armor.,False,60,115,105,65,70,80,495,rock,water,50,45,kabuto,,,,0.125,generation-i,medium,weak-armor,"Whenever a physical move hits this Pokémon, its Speed rises one stage and its Defense falls one stage. This ability triggers on every hit of a multiple-hit move.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Kabutops.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/141 - Kabutops.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/rock.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/water.png
142,aerodactyl,180,18,590,rock-head,This Pokémon does not receive recoil damage from its recoil moves. struggle's recoil is unaffected. This ability does not prevent crash damage from missing with jump kick or high jump kick.,False,pressure,"Moves targetting this Pokémon use one extra PP. This ability stacks if multiple targets have it. This ability still affects moves that fail or miss. This ability does not affect ally moves that target either the entire field or just its side, nor this Pokémon's self-targetted moves; it does, however, affect single-targetted ally moves aimed at this Pokémon, ally moves that target all other Pokémon, and opponents' moves that target the entire field. If this ability raises a move's PP cost above its remaining PP, it will use all remaining PP. When this Pokémon enters battle, all participating trainers are notified that it has this ability. Overworld: If the lead Pokémon has this ability, higher-levelled Pokémon have their encounter rate increased.",False,80,105,65,60,75,130,515,rock,flying,50,45,,,,,0.125,generation-i,slow,unnerve,Opposing Pokémon cannot eat held Berries while this Pokémon is in battle. Affected Pokémon can still use bug bite or pluck to eat a target's Berry.,True,https://github.com/Nackha1/Hd-sprites/blob/master/Aerodactyl.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/142 - Aerodactyl.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/rock.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/flying.png
143,snorlax,189,21,4600,immunity,"This Pokémon cannot be poisoned. This includes bad poison. If a Pokémon is poisoned and acquires this ability, its poison is healed; this includes when regaining a lost ability upon leaving battle.",False,thick-fat,This Pokémon takes half as much damage from fire- and ice-type moves.,False,160,110,65,65,110,30,540,normal,,50,25,,,,,0.125,generation-i,slow,gluttony,"This Pokémon eats any held Berry triggered by low HP when it falls below 50% of its HP, regardless of the Berry's usual threshold.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Snorlax.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/143 - Snorlax.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/normal.png,
144,articuno,290,17,554,pressure,"Moves targetting this Pokémon use one extra PP. This ability stacks if multiple targets have it. This ability still affects moves that fail or miss. This ability does not affect ally moves that target either the entire field or just its side, nor this Pokémon's self-targetted moves; it does, however, affect single-targetted ally moves aimed at this Pokémon, ally moves that target all other Pokémon, and opponents' moves that target the entire field. If this ability raises a move's PP cost above its remaining PP, it will use all remaining PP. When this Pokémon enters battle, all participating trainers are notified that it has this ability. Overworld: If the lead Pokémon has this ability, higher-levelled Pokémon have their encounter rate increased.",False,snow-cloak,"During hail, this Pokémon has 1.25× its evasion, and it does not take hail damage regardless of type. The evasion bonus does not count as a stat modifier. Overworld: If the lead Pokémon has this ability, the wild encounter rate is halved in snow.",True,90,85,100,95,125,85,580,ice,flying,35,3,,,,,-1.0,generation-i,slow,,,,https://github.com/Nackha1/Hd-sprites/blob/master/Articuno.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/144 - Articuno.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/ice.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/flying.png
145,zapdos,290,16,526,pressure,"Moves targetting this Pokémon use one extra PP. This ability stacks if multiple targets have it. This ability still affects moves that fail or miss. This ability does not affect ally moves that target either the entire field or just its side, nor this Pokémon's self-targetted moves; it does, however, affect single-targetted ally moves aimed at this Pokémon, ally moves that target all other Pokémon, and opponents' moves that target the entire field. If this ability raises a move's PP cost above its remaining PP, it will use all remaining PP. When this Pokémon enters battle, all participating trainers are notified that it has this ability. Overworld: If the lead Pokémon has this ability, higher-levelled Pokémon have their encounter rate increased.",False,static,"Whenever a move makes contact with this Pokémon, the move's user has a 30% chance of being paralyzed. Pokémon that are immune to electric-type moves can still be paralyzed by this ability. Overworld: If the lead Pokémon has this ability, there is a 50% chance that encounters will be with an electric Pokémon, if applicable.",True,90,90,85,125,90,100,580,electric,flying,35,3,,,,,-1.0,generation-i,slow,,,,https://github.com/Nackha1/Hd-sprites/blob/master/Zapdos.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/145 - Zapdos.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/electric.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/flying.png
146,moltres,290,20,600,pressure,"Moves targetting this Pokémon use one extra PP. This ability stacks if multiple targets have it. This ability still affects moves that fail or miss. This ability does not affect ally moves that target either the entire field or just its side, nor this Pokémon's self-targetted moves; it does, however, affect single-targetted ally moves aimed at this Pokémon, ally moves that target all other Pokémon, and opponents' moves that target the entire field. If this ability raises a move's PP cost above its remaining PP, it will use all remaining PP. When this Pokémon enters battle, all participating trainers are notified that it has this ability. Overworld: If the lead Pokémon has this ability, higher-levelled Pokémon have their encounter rate increased.",False,flame-body,"Whenever a move makes contact with this Pokémon, the move's user has a 30% chance of being burned. Overworld: If any Pokémon in the party has this ability, each egg in the party has its hatch counter decreased by 2 (rather than 1) each step cycle, making eggs hatch roughly twice as quickly. This effect does not stack if multiple Pokémon have this ability or magma armor.",True,90,100,90,125,85,90,580,fire,flying,35,3,,,,,-1.0,generation-i,slow,,,,https://github.com/Nackha1/Hd-sprites/blob/master/Moltres.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/146 - Moltres.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/fire.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/flying.png
147,dratini,60,18,33,shed-skin,"After each turn, this Pokémon has a 33% of being cured of any major status ailment.",False,marvel-scale,"Whenever this Pokémon has a major status ailment, it has 1.5× its Defense. This bonus does not count as a stat modifier.",True,41,64,45,50,50,50,300,dragon,,35,45,,dragonair,,,0.5,generation-i,slow,,,,https://github.com/Nackha1/Hd-sprites/blob/master/Dratini.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/147 - Dratini.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/dragon.png,
148,dragonair,147,40,165,shed-skin,"After each turn, this Pokémon has a 33% of being cured of any major status ailment.",False,marvel-scale,"Whenever this Pokémon has a major status ailment, it has 1.5× its Defense. This bonus does not count as a stat modifier.",True,61,84,65,70,70,70,420,dragon,,35,45,dratini,dragonite,,,0.5,generation-i,slow,,,,https://github.com/Nackha1/Hd-sprites/blob/master/Dragonair.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/148 - Dragonair.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/dragon.png,
149,dragonite,300,22,2100,inner-focus,This Pokémon cannot flinch.,False,multiscale,This Pokémon takes half as much damage when it is hit having full HP.,True,91,134,95,100,100,80,600,dragon,flying,35,45,dragonair,,,,0.5,generation-i,slow,,,,https://github.com/Nackha1/Hd-sprites/blob/master/Dragonite.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/149 - Dragonite.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/dragon.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/flying.png
150,mewtwo,340,20,1220,pressure,"Moves targetting this Pokémon use one extra PP. This ability stacks if multiple targets have it. This ability still affects moves that fail or miss. This ability does not affect ally moves that target either the entire field or just its side, nor this Pokémon's self-targetted moves; it does, however, affect single-targetted ally moves aimed at this Pokémon, ally moves that target all other Pokémon, and opponents' moves that target the entire field. If this ability raises a move's PP cost above its remaining PP, it will use all remaining PP. When this Pokémon enters battle, all participating trainers are notified that it has this ability. Overworld: If the lead Pokémon has this ability, higher-levelled Pokémon have their encounter rate increased.",False,unnerve,Opposing Pokémon cannot eat held Berries while this Pokémon is in battle. Affected Pokémon can still use bug bite or pluck to eat a target's Berry.,True,106,110,90,154,90,130,680,psychic,,0,3,,,,,-1.0,generation-i,slow,,,,https://github.com/Nackha1/Hd-sprites/blob/master/Mewtwo.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/150 - Mewtwo.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/psychic.png,
151,mew,300,4,40,synchronize,"Whenever this Pokémon is burned, paralyzed, or poisoned, the Pokémon who gave this Pokémon that ailment is also given the ailment. This ability passes back bad poison when this Pokémon is badly poisoned. This ability cannot pass on a status ailment that the Pokémon did not directly receive from another Pokémon, such as the poison from toxic spikes or the burn from a flame orb. Overworld: If the lead Pokémon has this ability, wild Pokémon have a 50% chance of having the lead Pokémon's nature, and a 50% chance of being given a random nature as usual, including the lead Pokémon's nature. This does not work on Pokémon received outside of battle or roaming legendaries.",False,,,,100,100,100,100,100,100,600,psychic,,100,45,,,,,-1.0,generation-i,medium-slow,,,,https://github.com/Nackha1/Hd-sprites/blob/master/Mew.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/151 - Mew.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/psychic.png,
